PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported
0960_01,Earth,False,E/72/S,TRAPPIST-1e,19,False,3,0,,0,788,Lorian Youngrayes,False
0961_01,Earth,False,G/141/P,55 Cancri e,14,False,0,885,8,0,0,Gailia Lewinez,True
0964_01,Europa,True,B/36/P,TRAPPIST-1e,21,False,0,0,0,0,,Alderak Platch,True
0964_02,Europa,True,B/36/P,TRAPPIST-1e,48,False,0,0,0,0,0,Weidus Platch,True
0965_01,Mars,False,F/178/S,TRAPPIST-1e,19,False,631,0,834,304,0,Wacks Depie,False
0966_01,Earth,False,F/179/S,TRAPPIST-1e,29,False,1377,0,0,167,0,Duana Fulloydez,False
0968_01,Earth,False,E/53/P,TRAPPIST-1e,20,False,792,0,0,0,0,Tyrona Figuez,False
0969_01,Mars,True,F/202/P,TRAPPIST-1e,44,False,0,0,0,0,0,Lar Emone,True
0970_01,Earth,True,G/142/P,TRAPPIST-1e,19,False,0,0,0,0,0,Tamie Blace,True
0971_01,Earth,True,G/143/P,TRAPPIST-1e,64,False,0,0,0,0,0,,False
0972_01,Earth,False,E/54/P,TRAPPIST-1e,21,False,0,314,323,1026,6,Glendy Humphreyes,False
0975_01,Earth,False,E/56/P,55 Cancri e,32,False,58,317,448,3,0,Allena Hoppernardy,True
0976_01,Earth,True,G/146/S,TRAPPIST-1e,20,False,0,0,0,0,0,Tonyn Sweeton,False
0978_01,Earth,False,F/203/P,TRAPPIST-1e,24,False,,32,8,0,0,Lesley Coxterez,False
0979_01,Europa,False,B/40/S,,44,False,0,0,0,0,0,Gimph Fushausive,True
0982_01,Earth,True,G/145/P,PSO J318.5-22,57,False,0,0,0,0,0,Eriky Hewson,True
0982_02,Earth,False,G/145/P,TRAPPIST-1e,51,False,,,4,0,0,Joyton Hewson,False
0983_01,Earth,True,G/149/S,55 Cancri e,34,False,0,0,0,0,0,Teremy Wiggs,True
0984_01,Earth,False,G/150/S,TRAPPIST-1e,45,False,0,1,13,0,873,Wen Woodwin,False
0984_02,Earth,False,F/182/S,TRAPPIST-1e,24,False,0,0,718,0,0,,False
0984_03,Earth,False,G/150/S,TRAPPIST-1e,23,False,0,0,490,0,319,Morrie Sweekstarks,False
0984_04,Earth,True,G/150/S,TRAPPIST-1e,30,False,0,0,0,0,0,Lyde Sweekstarks,True
0984_05,Earth,False,F/182/S,55 Cancri e,20,False,0,11,0,136,1088,Greggy Sweekstarks,False
0984_06,Earth,True,G/150/S,TRAPPIST-1e,22,False,0,0,0,0,0,Walley Sweekstarks,True
0984_07,Earth,True,G/150/S,PSO J318.5-22,,False,0,0,0,0,0,Shery Flemaney,False
0984_08,Earth,True,G/150/S,TRAPPIST-1e,71,False,0,0,0,0,0,Alancy Flemaney,True
0985_01,Earth,False,E/57/P,55 Cancri e,18,False,6,0,,12,704,Dory Reyerson,True
0987_01,Earth,False,F/204/P,TRAPPIST-1e,16,False,3,0,35,150,478,Fayen Norrison,False
0988_01,,False,G/151/S,TRAPPIST-1e,28,False,0,3,906,0,0,Lyne Bartez,False
0988_02,Earth,False,E/73/S,TRAPPIST-1e,36,False,1,784,0,55,149,Jeresa Bartez,True
0989_01,Earth,False,G/146/P,TRAPPIST-1e,6,False,0,0,0,0,0,Kayd Moranthons,False
0990_01,Earth,False,F/183/S,PSO J318.5-22,26,False,0,541,46,4,96,Tonia Cochrisons,False
0991_01,Earth,True,G/152/S,TRAPPIST-1e,27,,0,0,0,0,0,Bethew Acobsond,False
0992_01,Europa,False,D/35/S,TRAPPIST-1e,49,False,31,2727,0,184,135,Zino Kiling,True
0992_02,Europa,False,D/35/S,TRAPPIST-1e,29,False,387,942,0,9927,1341,Tareson Kiling,False
0992_03,Europa,False,D/35/S,55 Cancri e,46,False,1192,1736,17,21,0,Matan Herpumble,True
0992_04,Europa,False,,55 Cancri e,35,True,8030,300,0,0,1436,Naosa Herpumble,False
0992_05,Europa,True,D/35/S,55 Cancri e,17,False,0,0,0,0,0,Sinon Kiling,True
0992_06,Europa,False,D/35/S,55 Cancri e,37,False,4301,791,0,1748,91,Weidus Kiling,False
0993_01,Earth,False,F/184/S,55 Cancri e,24,False,252,0,0,449,0,Juanie Miltongson,False
0994_01,Earth,True,G/153/S,TRAPPIST-1e,47,False,0,0,0,0,0,Ellene Wartyson,False
0994_02,Earth,False,F/185/S,TRAPPIST-1e,26,False,621,1,98,11,135,Dell Wartyson,False
0995_01,Europa,True,C/36/P,55 Cancri e,46,False,0,0,0,0,0,Chabik Barmant,True
0997_01,Mars,False,F/186/S,TRAPPIST-1e,27,False,253,0,880,22,2,Berios Shpie,False
0998_01,Europa,False,C/37/P,TRAPPIST-1e,56,False,0,7447,0,253,35,Muonin Suptibler,True
1000_01,Mars,False,D/39/P,,18,False,885,0,32,0,0,Alus Harte,False
1001_01,Earth,True,G/154/S,TRAPPIST-1e,15,False,0,0,0,0,0,Nadie Llonovancis,False
1002_01,Mars,False,F/187/S,55 Cancri e,3,False,0,0,0,0,0,Caish Leste,True
1002_02,Mars,False,F/187/S,TRAPPIST-1e,42,False,1050,0,715,0,3,Bun Leste,False
1002_03,Mars,True,F/187/S,TRAPPIST-1e,1,False,0,0,0,0,0,Spuffs Leste,True
1004_01,Europa,True,A/11/S,55 Cancri e,56,,0,0,0,0,0,Aldun Wassird,True
1005_01,Earth,False,G/156/S,TRAPPIST-1e,20,False,0,0,4,9,773,Coreee Juartis,False
1006_01,Earth,False,E/74/S,TRAPPIST-1e,21,False,0,0,0,0,791,Velyne Summington,False
1006_02,Earth,True,E/74/S,TRAPPIST-1e,5,False,0,0,0,0,0,Stany Summington,True
1006_03,Earth,False,,TRAPPIST-1e,12,False,0,0,0,0,0,Stenny Summington,True
1008_01,Europa,True,C/39/S,55 Cancri e,39,False,0,0,0,0,0,Wasatz Spistory,True
1008_02,Europa,True,C/39/S,TRAPPIST-1e,60,False,0,0,0,0,0,Wimpha Spistory,True
1011_01,Earth,False,,TRAPPIST-1e,31,False,1633,4,49,6,0,Camie Prinson,False
1011_02,Earth,True,G/148/P,TRAPPIST-1e,58,False,0,0,0,0,0,Kaye Prinson,False
1012_01,Earth,True,G/149/P,TRAPPIST-1e,19,False,0,0,0,0,0,Valey Hubbarton,True
1013_01,Earth,True,G/158/S,TRAPPIST-1e,29,False,0,0,0,0,0,Weslie Farleyatton,False
1014_01,Mars,True,F/207/P,TRAPPIST-1e,19,False,0,0,0,0,0,Ranuts Frasp,True
1015_01,Earth,False,F/189/S,TRAPPIST-1e,44,,0,131,267,554,0,Wilmay Antoshipson,False
1017_01,Earth,False,F/190/S,TRAPPIST-1e,20,False,0,15,122,1125,0,Joya Blanglison,False
1018_01,Earth,True,G/150/P,TRAPPIST-1e,18,False,0,0,0,0,0,Elaney Webstephrey,True
1019_01,Earth,False,F/191/S,,36,False,1,1410,0,1,0,Melia Wilderssen,True
1020_01,Mars,True,F/208/P,TRAPPIST-1e,25,False,0,0,0,0,0,Appers Wala,True
1022_01,Earth,False,,TRAPPIST-1e,15,,48,6,0,954,0,Melvia Blanglison,False
1024_01,Earth,False,F/209/P,55 Cancri e,18,False,187,12,0,1277,0,Verly Chavezalez,False
1024_02,Earth,True,G/152/P,TRAPPIST-1e,0,False,0,0,0,0,0,Myrace Nichaner,True
1024_03,,False,G/152/P,55 Cancri e,54,False,0,5,0,594,209,Bellee Chavezalez,False
1024_04,Earth,False,G/152/P,55 Cancri e,0,False,0,0,0,0,0,Bethew Chavezalez,False
1025_01,Earth,False,F/210/P,TRAPPIST-1e,20,False,759,0,106,202,0,Chrisa Harverez,False
1026_01,Earth,True,G/159/S,TRAPPIST-1e,21,False,,0,0,0,0,Lilace Leetersoney,False
1027_01,Mars,False,F/211/P,TRAPPIST-1e,8,False,0,0,0,0,0,Cort Dal,True
1027_02,Mars,False,F/211/P,TRAPPIST-1e,46,False,1454,0,81,38,0,Anamse Dal,False
1027_03,Mars,False,F/211/P,TRAPPIST-1e,31,False,231,0,,279,9,Basps Dal,False
1027_04,Mars,False,F/211/P,55 Cancri e,3,False,0,0,0,0,0,Trine Dal,True
1029_01,Mars,True,F/212/P,TRAPPIST-1e,30,False,0,0,0,0,0,Crowk Racke,True
1030_01,Earth,False,F/213/P,TRAPPIST-1e,23,False,1081,0,0,0,7,Jorgie Farleyatton,False
1031_01,Earth,False,F/194/S,TRAPPIST-1e,14,False,756,84,0,8,99,Warry Leonzaley,False
1032_01,Earth,True,G/153/P,PSO J318.5-22,25,False,0,0,0,0,0,Aude Garzaley,False
1033_01,Earth,True,G/154/P,TRAPPIST-1e,61,False,0,0,0,0,0,Ericky Gonzaley,True
1034_01,Earth,False,G/155/P,TRAPPIST-1e,31,False,0,0,0,675,213,Aliedy Cleman,False
1035_01,Mars,False,F/214/P,55 Cancri e,13,False,4,0,1973,0,39,Nutz Bra,True
1036_01,Earth,True,G/161/S,PSO J318.5-22,24,False,0,,0,0,0,Laude Georgasey,True
1038_01,Earth,False,G/163/S,TRAPPIST-1e,47,False,0,306,84,499,0,Naomie Knoxonway,False
1040_01,Earth,False,G/164/S,PSO J318.5-22,15,False,521,162,62,5,0,Clard Mcbritts,True
1041_01,Europa,True,,TRAPPIST-1e,46,False,0,0,0,0,0,Algrafi Heedry,True
1043_01,Earth,False,F/215/P,TRAPPIST-1e,49,False,0,0,1526,960,0,Gwenda Talls,False
1045_01,Europa,False,C/38/P,TRAPPIST-1e,37,False,0,0,0,0,0,Halsham Unteckery,False
1045_02,Europa,False,C/38/P,TRAPPIST-1e,44,False,0,2349,7,815,10896,Shail Unteckery,False
1046_01,Earth,False,F/196/S,TRAPPIST-1e,16,False,507,0,0,0,,Wena Beachez,False
1047_01,Earth,True,G/156/P,TRAPPIST-1e,58,False,0,0,0,0,0,,True
1048_01,Earth,False,F/216/P,TRAPPIST-1e,20,False,0,537,612,3,0,Deany Mcdon,True
1049_01,Mars,True,F/217/P,55 Cancri e,36,False,0,0,0,0,0,Ockies Prie,True
1049_02,Mars,True,F/217/P,TRAPPIST-1e,31,False,0,0,0,0,0,Yakers Prie,True
1051_01,Earth,False,F/197/S,TRAPPIST-1e,21,False,2,447,81,74,,Frandy Warrison,False
1052_01,Earth,False,F/198/S,55 Cancri e,22,False,,0,21,0,0,Leenny Gallard,False
1053_01,Earth,False,F/199/S,PSO J318.5-22,27,False,182,0,0,0,376,Rald Colleruces,False
1054_01,Earth,False,F/200/S,TRAPPIST-1e,58,False,0,0,828,0,96,Blanie Valexandez,True
1056_01,,True,F/218/P,TRAPPIST-1e,38,False,0,0,0,0,0,Cineys Ble,True
1056_02,Mars,True,F/218/P,55 Cancri e,30,False,0,0,0,0,0,Otlios Ble,True
1057_01,Europa,True,C/39/P,55 Cancri e,20,False,0,0,0,0,0,Cherkar Braned,True
1058_01,Earth,False,F/201/S,TRAPPIST-1e,19,False,0,0,27,53,677,Keithy Ingston,False
1060_01,Earth,False,G/166/S,TRAPPIST-1e,57,False,,20,157,21,689,Willip Clayson,False
1062_01,Earth,False,F/219/P,TRAPPIST-1e,26,False,0,773,48,0,149,Erina Wolffy,False
1063_01,,False,B/38/P,TRAPPIST-1e,38,False,0,3262,0,295,1374,Markar Ingwhed,True
1063_02,Europa,True,B/38/P,TRAPPIST-1e,15,False,0,,0,0,0,Aldebah Ingwhed,True
1065_01,Mars,True,F/202/S,TRAPPIST-1e,,,0,0,0,0,0,Chios Jaf,True
1066_01,Mars,True,F/220/P,TRAPPIST-1e,35,False,0,0,0,0,0,Weres Staf,True
1068_01,Earth,True,G/167/S,PSO J318.5-22,38,False,0,0,0,0,0,Kayd Pughanders,False
1071_01,,False,T/0/P,TRAPPIST-1e,35,False,415,1328,0,14,60,Alraida Dingauge,False
1075_01,Europa,True,B/41/S,TRAPPIST-1e,14,False,0,0,0,0,0,Teron Objeciane,True
1075_02,Europa,True,B/41/S,TRAPPIST-1e,27,False,0,0,0,0,0,Duhra Objeciane,True
1076_01,Earth,True,G/161/P,TRAPPIST-1e,25,False,0,0,0,0,0,Raque Scheron,False
1077_01,Earth,,G/162/P,TRAPPIST-1e,37,False,0,113,0,283,455,Dorene Bardinard,False
1078_01,Earth,False,E/60/P,55 Cancri e,25,False,79,709,0,0,0,Hellia Ewins,False
1079_01,Earth,False,G/163/P,55 Cancri e,41,False,638,0,133,0,,Helean Traverdy,False
1080_01,Mars,False,F/204/S,TRAPPIST-1e,50,False,202,,1108,0,0,Ret Parte,False
1082_01,Mars,False,F/205/S,TRAPPIST-1e,33,False,694,0,60,564,0,Grake Traie,False
1083_01,Mars,True,F/206/S,TRAPPIST-1e,27,False,0,0,0,0,0,Ste Sfin,True
1083_02,Mars,True,F/206/S,TRAPPIST-1e,23,False,0,0,0,0,0,Pars Sfin,True
1083_03,Mars,False,F/206/S,TRAPPIST-1e,18,False,556,0,0,852,6,Hion Sfin,True
1084_01,Earth,False,F/207/S,TRAPPIST-1e,31,False,0,1,0,16,843,Kylen Holcompson,False
1085_01,Earth,,G/165/P,TRAPPIST-1e,54,,0,0,0,0,0,Troyce Wagnerray,False
1086_01,Earth,True,G/166/P,TRAPPIST-1e,0,False,0,0,0,0,0,Hellia Carpennels,True
1086_02,Earth,False,G/166/P,TRAPPIST-1e,11,False,0,0,0,0,,Nancey Willangsey,False
1086_03,Earth,True,G/166/P,TRAPPIST-1e,4,False,0,0,0,0,0,Fany Willangsey,False
1086_04,Earth,False,E/61/P,,19,False,0,0,0,641,0,Almary Willangsey,True
1086_05,Earth,False,G/166/P,TRAPPIST-1e,7,False,0,0,0,0,0,Elly Willangsey,True
1088_01,Earth,True,G/169/S,PSO J318.5-22,20,False,0,0,0,0,0,Kayd Pottney,False
1089_01,,True,D/41/P,55 Cancri e,33,False,0,0,0,0,0,Sheleon Pronfraked,True
1089_02,Europa,False,D/41/P,TRAPPIST-1e,26,False,0,565,1,677,794,Gacrab Pronfraked,False
1091_01,Mars,True,F/223/P,TRAPPIST-1e,35,False,0,0,0,0,0,Dills Miste,True
1093_01,Mars,False,D/42/P,TRAPPIST-1e,23,False,1862,59,18,192,0,Beass Winie,True
1094_01,Earth,False,F/224/P,TRAPPIST-1e,60,,437,2,0,0,365,Carona Webstenson,False
1095_01,Europa,True,,TRAPPIST-1e,34,False,0,0,0,0,0,Alhail Drelcate,True
1096_01,Earth,False,G/170/S,TRAPPIST-1e,,False,233,0,0,0,488,Essara Simson,False
1097_01,Mars,True,E/76/S,TRAPPIST-1e,42,False,0,0,0,0,0,Tundsh Weeke,True
1099_01,Earth,False,F/225/P,PSO J318.5-22,22,False,0,78,642,0,0,Andine Mcneiley,False
1100_01,Mars,False,F/226/P,TRAPPIST-1e,18,False,490,355,298,245,0,Ros Cuche,False
1100_02,Mars,False,F/226/P,TRAPPIST-1e,5,False,,0,0,0,0,Jel Cuche,True
1100_03,Mars,False,F/226/P,TRAPPIST-1e,18,False,787,0,106,1710,0,Cireal Cuche,False
1100_04,Mars,False,E/62/P,TRAPPIST-1e,29,False,528,271,99,0,130,Heat Frité,False
1102_01,Mars,,F/227/P,PSO J318.5-22,39,False,173,0,660,1,781,Boats Dan,False
1105_01,Earth,False,F/208/S,TRAPPIST-1e,17,False,82,0,263,16,515,Leen Willangsey,False
1108_01,Mars,False,F/211/S,TRAPPIST-1e,58,False,55,0,756,246,100,Blesh Seen,False
1108_02,Mars,True,F/211/S,TRAPPIST-1e,5,False,0,0,0,0,0,,True
1110_01,Europa,False,C/42/S,TRAPPIST-1e,23,False,0,24,0,55,7516,Auvara Ennalve,False
1110_02,Europa,False,C/42/S,55 Cancri e,26,False,8,6138,0,3,754,Batomam Ennalve,True
1112_01,Europa,False,B/39/P,55 Cancri e,40,False,0,4076,6124,58,100,Elebola Opshaft,True
1113_01,Earth,False,E/78/S,TRAPPIST-1e,20,False,0,0,0,0,719,Stevey Fielsenders,True
1114_01,Mars,False,E/79/S,TRAPPIST-1e,38,True,936,0,363,0,0,Jet Kidne,False
1114_02,Mars,False,E/79/S,TRAPPIST-1e,31,False,0,0,0,0,0,Apple Kidne,False
1115_01,Earth,True,G/173/S,TRAPPIST-1e,34,False,0,0,0,0,0,Arl Oneidson,True
1116_01,Earth,False,G/174/S,TRAPPIST-1e,9,False,0,0,0,0,0,Rickie Barnolaney,True
1116_02,Earth,,,TRAPPIST-1e,36,False,0,3011,0,0,98,Evane Barnolaney,True
1116_03,Earth,True,G/174/S,TRAPPIST-1e,26,False,0,0,0,0,0,Colly Barnolaney,True
1117_01,Earth,False,E/63/P,TRAPPIST-1e,18,False,855,0,51,0,0,Jimen Andackson,False
1121_01,Earth,False,F/229/P,PSO J318.5-22,55,,98,46,0,743,0,Lynez Burnerez,True
1123_01,Europa,False,B/40/P,TRAPPIST-1e,28,False,0,402,0,135,9010,Altanin Praded,False
1127_01,Europa,True,B/43/S,55 Cancri e,18,False,0,0,0,0,0,Weid Dishocatal,True
1129_01,Earth,False,E/80/S,TRAPPIST-1e,28,False,2,0,0,787,3,Ritany Bellyonsley,False
1130_01,Mars,True,E/81/S,TRAPPIST-1e,23,False,,0,0,0,0,Guaney Cako,False
1130_02,Mars,False,D/38/S,55 Cancri e,20,False,,3,3505,199,17,Camonk Cako,True
1132_01,Earth,True,,TRAPPIST-1e,22,False,0,0,0,0,0,Kariel Benney,False
1133_01,Mars,False,E/64/P,TRAPPIST-1e,27,False,0,0,0,0,0,Anes Lake,True
1134_01,Europa,True,,55 Cancri e,13,False,0,0,0,0,0,Hadyon Sobvisted,True
1136_01,Earth,False,G/175/S,TRAPPIST-1e,32,False,0,1755,0,0,67,Dessie Bowenasey,True
1140_01,Europa,False,B/46/S,TRAPPIST-1e,53,False,0,143,1632,3,756,Scelava Sofraten,True
1140_02,Europa,True,B/46/S,TRAPPIST-1e,34,False,0,0,0,0,0,Mergas Sofraten,True
1140_03,Europa,True,B/46/S,55 Cancri e,42,False,0,0,0,0,0,Wasaleh Sofraten,True
1141_01,Earth,True,G/176/S,TRAPPIST-1e,19,False,0,0,0,0,0,Kerrie Simstravery,True
1142_01,Earth,False,G/173/P,TRAPPIST-1e,54,False,0,0,0,0,908,Evaned Pugherman,True
1144_01,Earth,False,G/177/S,TRAPPIST-1e,12,False,0,0,0,0,0,Molley Barnolderg,True
1144_02,Earth,False,F/217/S,TRAPPIST-1e,35,False,482,0,884,0,30,Carlie Barnolderg,False
1144_03,Earth,False,G/177/S,TRAPPIST-1e,55,False,412,97,3,0,,Landa Barnolderg,False
1146_01,Earth,False,F/232/P,55 Cancri e,26,,620,0,187,0,1304,Dianie Roses,False
1147_01,Europa,True,B/42/P,TRAPPIST-1e,49,False,0,0,0,0,0,Solam Semageary,True
1148_01,Europa,True,C/42/P,55 Cancri e,22,False,0,,0,0,0,Bosonon Clugete,True
1148_02,Europa,False,C/42/P,55 Cancri e,,False,0,122,2138,7368,1213,Axinon Clugete,False
1148_03,Europa,False,C/42/P,TRAPPIST-1e,30,False,0,5225,0,8,1933,Caia Clugete,False
1148_04,Europa,False,,55 Cancri e,39,False,0,5212,2,118,61,Azet Clugete,True
1148_05,Europa,True,C/42/P,,14,False,0,0,0,0,0,Halleth Clugete,True
1148_06,Europa,True,C/42/P,TRAPPIST-1e,29,False,0,0,,0,0,Batares Clugete,True
1148_07,Europa,False,C/42/P,55 Cancri e,34,False,2386,841,76,26,1693,Edaron Clugete,False
1149_01,Earth,False,G/178/S,55 Cancri e,8,False,0,0,0,0,0,Lyne Logannon,True
1149_02,Earth,False,G/178/S,TRAPPIST-1e,7,False,0,0,0,0,0,Paulie Quinnerettt,False
1149_03,Earth,True,G/178/S,TRAPPIST-1e,3,False,0,0,0,0,0,Sonnie Quinnerettt,False
1149_04,Earth,False,G/178/S,TRAPPIST-1e,0,False,0,0,0,0,0,Chadie Vaught,False
1149_05,Earth,False,G/178/S,55 Cancri e,10,False,0,0,0,0,0,Karie Quinnerettt,False
1150_01,Earth,True,G/179/S,55 Cancri e,16,,,0,0,0,0,Dona Brookes,False
1152_01,Mars,False,F/218/S,TRAPPIST-1e,41,False,29,0,1095,0,4,Gral Coflé,False
1153_01,Earth,True,G/174/P,TRAPPIST-1e,18,False,0,0,0,0,0,Alfrey Corman,True
1154_01,Europa,True,B/43/P,TRAPPIST-1e,25,False,0,,0,,0,Celeb Ingascomet,True
1154_02,Europa,True,B/43/P,TRAPPIST-1e,32,False,0,0,0,0,0,Bahyon Ingascomet,True
1154_03,Europa,True,B/43/P,55 Cancri e,26,False,0,0,0,0,0,Cella Ingascomet,True
1155_01,Earth,False,F/233/P,TRAPPIST-1e,26,False,131,799,0,0,16,,False
1155_02,Earth,True,G/175/P,TRAPPIST-1e,18,False,0,0,0,0,0,Jayne Hessey,True
1156_01,Europa,False,B/47/S,TRAPPIST-1e,27,False,0,2987,2,3072,67,Sterfik Motter,False
1156_02,Europa,True,B/47/S,TRAPPIST-1e,26,False,0,0,0,0,0,Kocha Motter,True
1161_01,Europa,False,B/48/S,55 Cancri e,28,False,0,11330,72,43,461,Zanino Anderking,True
1161_02,Europa,False,B/48/S,55 Cancri e,19,False,0,1291,0,16139,687,Mirfark Anderking,False
1162_01,Europa,False,C/45/S,TRAPPIST-1e,31,False,0,1847,0,103,694,Menchah Radisiouss,True
1163_01,Earth,False,F/235/P,55 Cancri e,35,False,0,1328,5,0,7,,True
1165_01,Europa,False,B/44/P,55 Cancri e,46,False,0,7201,0,32,2587,Azhah Heermy,False
1165_02,Europa,False,B/44/P,TRAPPIST-1e,37,False,636,333,0,205,67,Kumark Heermy,False
1165_03,Europa,True,B/44/P,TRAPPIST-1e,29,False,0,0,0,0,0,Nusakab Waring,True
1165_04,Europa,True,B/44/P,TRAPPIST-1e,17,False,0,0,0,0,0,Okulas Waring,True
1166_01,Europa,False,C/43/P,55 Cancri e,30,False,0,3564,926,1,1920,Wasath Shoeweely,False
1167_01,Mars,True,F/236/P,TRAPPIST-1e,28,False,0,0,,0,0,Sugbix Terry,True
1168_01,Earth,False,E/69/P,TRAPPIST-1e,16,False,0,58,12,68,653,Brancy Hughriend,False
1169_01,Mars,,F/221/S,TRAPPIST-1e,40,False,2357,0,9,0,0,Tifet Sin,False
1170_01,Earth,False,E/83/S,TRAPPIST-1e,23,False,0,0,279,0,512,Samie Mcneiley,False
1173_01,Earth,False,G/182/S,PSO J318.5-22,24,,96,592,12,0,0,Ryany Gallandez,True
1174_01,Earth,True,G/176/P,TRAPPIST-1e,36,False,0,0,,0,0,Janita Lessonerry,True
1175_01,Mars,True,F/223/S,TRAPPIST-1e,34,False,0,0,0,0,0,Ers Brin,True
1177_01,Europa,True,C/44/P,TRAPPIST-1e,59,False,0,0,0,0,0,Kaffias Wasterivel,True
1178_01,Earth,False,F/224/S,TRAPPIST-1e,20,False,0,0,600,0,0,Walla Summington,False
1179_01,Europa,True,B/49/S,TRAPPIST-1e,15,False,0,0,0,0,0,Kleeiak Dischod,True
1180_01,Earth,False,F/225/S,TRAPPIST-1e,19,False,0,,957,4,0,Reneen Irwines,False
1182_01,Mars,True,F/237/P,55 Cancri e,64,False,0,0,0,0,0,Mits Pota,True
1182_02,Mars,False,E/70/P,TRAPPIST-1e,24,False,2997,0,3,0,7,Wee Pota,True
1182_03,Mars,False,F/237/P,TRAPPIST-1e,23,,60,1356,0,0,0,Ork Pota,True
1185_01,Mars,False,E/71/P,TRAPPIST-1e,30,False,,0,0,679,0,Alls Nutty,False
1186_01,Earth,False,G/183/S,TRAPPIST-1e,0,False,0,0,0,0,0,Card Browlerson,True
1186_02,Earth,False,G/183/S,TRAPPIST-1e,8,,0,0,0,0,0,Elany Browlerson,False
1186_03,Earth,True,G/183/S,TRAPPIST-1e,1,False,0,0,0,0,0,Harrie Browlerson,False
1186_04,Earth,False,F/227/S,TRAPPIST-1e,48,False,0,33,654,0,113,Oraryn Browlerson,True
1186_05,Earth,False,G/183/S,TRAPPIST-1e,12,False,0,0,0,0,0,Eriney Browlerson,False
1187_01,Earth,False,F/228/S,TRAPPIST-1e,30,False,0,575,180,4,44,Erick Matts,False
1187_02,Earth,False,G/184/S,TRAPPIST-1e,10,False,0,0,0,0,0,Hughan Matts,False
1187_03,Earth,False,G/184/S,TRAPPIST-1e,11,False,0,0,0,0,0,Stace Matts,False
1188_01,Europa,False,C/46/P,TRAPPIST-1e,58,False,204,4227,0,3026,61,Genubi Sorticbar,False
1190_01,Earth,False,E/72/P,TRAPPIST-1e,52,False,0,243,464,71,8,Melica Carpennels,True
1191_01,Earth,False,F/229/S,TRAPPIST-1e,36,False,0,0,0,0,1583,Annah Santry,False
1192_01,Earth,False,F/238/P,TRAPPIST-1e,32,False,600,670,0,187,0,Ivaney Moodman,False
1193_01,Europa,True,B/50/S,TRAPPIST-1e,16,False,0,0,0,0,0,Eleonon Presstic,True
1193_02,Europa,True,B/50/S,55 Cancri e,25,False,0,0,0,0,0,Solam Presstic,True
1195_01,Earth,False,F/239/P,55 Cancri e,28,False,2,558,0,0,0,Mael Lancis,True
1197_01,Europa,False,B/45/P,55 Cancri e,32,True,0,122,3700,337,1388,Wasatan Folhal,False
1198_01,Mars,False,,TRAPPIST-1e,28,,42,1116,0,0,0,Rinnab Tie,True
1199_01,Earth,False,E/73/P,TRAPPIST-1e,16,False,0,0,752,0,235,Lillen Hubbarnett,False
1203_01,Europa,False,B/51/S,55 Cancri e,50,True,0,5473,0,703,6381,Celava Unrent,False
1206_01,Earth,False,F/241/P,TRAPPIST-1e,20,False,71,8,513,354,0,Vana Powery,False
1208_01,Earth,False,G/178/P,TRAPPIST-1e,23,False,,0,6,30,200,Arllia Blainson,False
1210_01,Earth,True,G/179/P,TRAPPIST-1e,45,,0,0,0,0,0,Helean Brooker,True
1210_02,Earth,False,G/179/P,TRAPPIST-1e,23,False,393,510,0,0,5,Done Brooker,False
1211_01,Earth,True,G/186/S,PSO J318.5-22,53,False,0,0,0,0,0,Andyn Alvasquez,False
1211_02,Earth,True,G/186/S,TRAPPIST-1e,8,False,0,0,0,0,0,Curtle Alvasquez,False
1211_03,Earth,True,G/186/S,TRAPPIST-1e,6,False,0,0,0,0,0,Bethy Pollarkeeks,True
1211_04,Earth,True,G/186/S,TRAPPIST-1e,3,False,0,0,0,0,0,Erick Pollarkeeks,False
1211_05,Earth,False,F/232/S,55 Cancri e,13,False,1,212,843,78,10,Scotty Alvasquez,True
1211_06,Earth,True,G/186/S,TRAPPIST-1e,60,False,0,0,0,0,0,Ianna Alvasquez,False
1211_07,Earth,False,G/186/S,55 Cancri e,1,False,0,0,0,,0,Bretty Pollarkeeks,True
1212_01,Earth,False,G/180/P,TRAPPIST-1e,40,False,0,1,195,560,0,Luise Vales,False
1213_01,Earth,False,F/242/P,TRAPPIST-1e,51,False,0,,800,0,4,Lison Mckinsond,True
1214_01,Earth,True,G/181/P,55 Cancri e,31,False,0,0,0,0,0,Elanie Fulloydez,True
1215_01,Earth,True,G/187/S,TRAPPIST-1e,28,False,0,0,0,0,0,Kaye Huntt,True
1216_01,Earth,False,G/182/P,TRAPPIST-1e,20,False,65,905,0,0,0,Iree Pentss,True
1218_01,Earth,False,F/243/P,TRAPPIST-1e,14,False,0,0,0,2143,7,Karah Gilleranks,False
1220_01,Europa,False,E/76/P,TRAPPIST-1e,23,False,0,592,0,345,810,Misamak Fanchy,False
1221_01,Earth,False,G/188/S,TRAPPIST-1e,4,False,0,0,0,0,0,Wine Alfordonard,False
1221_02,Earth,False,E/87/S,TRAPPIST-1e,20,False,0,0,0,1608,1,Tricky Alfordonard,False
1222_01,Earth,False,G/183/P,TRAPPIST-1e,75,False,0,493,0,131,132,Evenna Hubert,False
1223_01,Europa,True,C/48/S,55 Cancri e,24,False,0,0,0,0,0,Terope Coweboded,True
